Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Төлбөрийн нөхцөл,Цонхны тоо,Барилгын явц,Цахилгаан шаттай эсэх,price_text,price_numeric,area_numeric,address_text,district,url,Website
Паркет,1 тагттай,2019,Байгаа,Вакум,14,Бүргэд,65.0 м²,6,Банкны зээлээр авах боломжтой,5,Ашиглалтад орсон,Цахилгаан шаттай,222.7 сая₮үнэ тохирно,222.7,65.0,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Хан-Уул,https://www.unegui.mn/adv/9415732_lavai-zakhyn-baruun-tald-tuul-gardend-2-oroo-bair-zarna/?p=8,
Паркет,1 тагттай,2019,Байгаа,Вакум,14,Бүргэд,65.0 м²,6,Банкны зээлээр авах боломжтой,5,Ашиглалтад орсон,Цахилгаан шаттай,222.7 сая₮үнэ тохирно,222.7,65.0,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Хан-Уул,https://www.unegui.mn/adv/9415732_lavai-zakhyn-baruun-tald-tuul-gardend-2-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,13,Вакум,36.59 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,110 сая₮үнэ тохирно,110.0,36.59,"УБ — Чингэлтэй, Баянбүрд",Чингэлтэй,https://www.unegui.mn/adv/9607828_osokh-denzh-khotkhond-2-oroo/?p=8,
Паркет,1 тагттай,2025,Байхгүй,Вакум,13,Вакум,36.59 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,110 сая₮үнэ тохирно,110.0,36.59,"УБ — Чингэлтэй, Баянбүрд",Чингэлтэй,https://www.unegui.mn/adv/9607828_osokh-denzh-khotkhond-2-oroo/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,54.2 м²,2,Хувь лизингээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,173.44 сая₮үнэ тохирно,173.44,54.2,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Баянзүрх,https://www.unegui.mn/adv/9483228_grand-residence-2-oroo-bair-zarna/?p=8,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,54.2 м²,2,Хувь лизингээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,173.44 сая₮үнэ тохирно,173.44,54.2,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Баянзүрх,https://www.unegui.mn/adv/9483228_grand-residence-2-oroo-bair-zarna/,
Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,52.0 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,190 сая₮,190.0,52.0,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Хан-Уул,https://www.unegui.mn/adv/9607860_iaarmag-deedsiin-orgoo-52-3-mkv-2-oroo/?p=8,
Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,52.0 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,190 сая₮,190.0,52.0,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Хан-Уул,https://www.unegui.mn/adv/9607860_iaarmag-deedsiin-orgoo-52-3-mkv-2-oroo/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,44.65 м²,9,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,180 сая₮,180.0,44.65,"УБ — Сүхбаатар, 100 айл",Сүхбаатар,https://www.unegui.mn/adv/9607846_100-aild-az-zhargal-khotkhon-2-oroo/?p=8,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,44.65 м²,9,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,180 сая₮,180.0,44.65,"УБ — Сүхбаатар, 100 айл",Сүхбаатар,https://www.unegui.mn/adv/9607846_100-aild-az-zhargal-khotkhon-2-oroo/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Төмөр,52.0 м²,8,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,290 сая₮,290.0,52.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Баянзүрх,https://www.unegui.mn/adv/9607838_bzd-26-r-khoroo-saruul-khotkhond-52-06-mkv-2-oroo-bair-khudaldana/?p=8,
Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Төмөр,52.0 м²,8,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,290 сая₮,290.0,52.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Баянзүрх,https://www.unegui.mn/adv/9607838_bzd-26-r-khoroo-saruul-khotkhond-52-06-mkv-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,1989,Байхгүй,Вакум,5,Төмөр,50.0 м²,1,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,260 сая₮,260.0,50.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5",Сүхбаатар,https://www.unegui.mn/adv/9475528_khuukhdiin-100d-50mkv-2oroo-bair-khudaldana/?p=8,
Паркет,1 тагттай,1989,Байхгүй,Вакум,5,Төмөр,50.0 м²,1,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,260 сая₮,260.0,50.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5",Сүхбаатар,https://www.unegui.mn/adv/9475528_khuukhdiin-100d-50mkv-2oroo-bair-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,49.88 м²,8,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,190 сая₮,190.0,49.88,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9323253_sbd9khoroo-baianburd-rezidens-v-blok-2-oroo-oron-suuts/?p=8,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,49.88 м²,8,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,190 сая₮,190.0,49.88,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9323253_sbd9khoroo-baianburd-rezidens-v-blok-2-oroo-oron-suuts/,
Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,70.48 м²,6,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,278 сая₮үнэ тохирно,278.0,70.48,"УБ — Баянгол, Алтай хотхон",Баянгол,https://www.unegui.mn/adv/9554079_peace-town-khotkhon-altai-khotkhony-urd-70-48mkv-3-oroo-bair-zarna/?p=8,
Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,70.48 м²,6,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,278 сая₮үнэ тохирно,278.0,70.48,"УБ — Баянгол, Алтай хотхон",Баянгол,https://www.unegui.mn/adv/9554079_peace-town-khotkhon-altai-khotkhony-urd-70-48mkv-3-oroo-bair-zarna/,
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,60.0 м²,5,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,225 сая₮үнэ тохирно,225.0,60.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9467740_zaisand-2-oroo-oron-suuts-khudaldana/?p=8,
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,60.0 м²,5,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,225 сая₮үнэ тохирно,225.0,60.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9467740_zaisand-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,15,Төмөр,43.39 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,238.6 сая₮,238.6,43.39,"УБ — Хан-Уул, 19-р хороолол",Хан-Уул,https://www.unegui.mn/adv/9607812_khud-2-r-khoroo-badrakh-khotkhond-2-oroo-oron-suuts-belen-mongond-khudaldana/?p=8,
Паркет,1 тагттай,2025,Байхгүй,Вакум,15,Төмөр,43.39 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,238.6 сая₮,238.6,43.39,"УБ — Хан-Уул, 19-р хороолол",Хан-Уул,https://www.unegui.mn/adv/9607812_khud-2-r-khoroo-badrakh-khotkhond-2-oroo-oron-suuts-belen-mongond-khudaldana/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,45.88 м²,16,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,165 сая₮үнэ тохирно,165.0,45.88,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Баянзүрх,https://www.unegui.mn/adv/9607780_narlag-apartment/?p=8,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,45.88 м²,16,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,165 сая₮үнэ тохирно,165.0,45.88,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Баянзүрх,https://www.unegui.mn/adv/9607780_narlag-apartment/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,23,Бүргэд,55.0 м²,15,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,455 сая₮үнэ тохирно,455.0,55.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Хан-Уул,https://www.unegui.mn/adv/9607810_tsengeldekhed-kharuuts-goio-2oroo/?p=8,
Паркет,1 тагттай,2020,Байхгүй,Вакум,23,Бүргэд,55.0 м²,15,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,455 сая₮үнэ тохирно,455.0,55.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Хан-Уул,https://www.unegui.mn/adv/9607810_tsengeldekhed-kharuuts-goio-2oroo/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,47.0 м²,3,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮үнэ тохирно,170.0,47.0,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Хан-Уул,https://www.unegui.mn/adv/9607806_iaarmag-enkh-togol-khotkhond-2-oroo-bair-khudaldana/?p=8,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,47.0 м²,3,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮үнэ тохирно,170.0,47.0,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Хан-Уул,https://www.unegui.mn/adv/9607806_iaarmag-enkh-togol-khotkhond-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,13,Бүргэд,54.0 м²,4,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,237 сая₮,237.0,54.0,"УБ — Баянгол, Баянгол, Хороо 15",Баянгол,https://www.unegui.mn/adv/9454095_narlag-rezindensi-khotkhond-2-oroo-bair-khudaldana/?p=8,
Паркет,1 тагттай,2025,Байхгүй,Вакум,13,Бүргэд,54.0 м²,4,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,237 сая₮,237.0,54.0,"УБ — Баянгол, Баянгол, Хороо 15",Баянгол,https://www.unegui.mn/adv/9454095_narlag-rezindensi-khotkhond-2-oroo-bair-khudaldana/,
Паркет,Тагтгүй,2015,Байхгүй,Вакум,9,Бүргэд,40.5 м²,1,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,185 сая₮,185.0,40.5,"УБ — Хан-Уул, Хан-Уул, Хороо 19",Хан-Уул,https://www.unegui.mn/adv/9556297_tukhtai-dulaan-chanartai-2-oroo-bairaa-bukh-tavilga-tsakhilgaan-baraatai-n-khamtaar/?p=8,
Паркет,Тагтгүй,2015,Байхгүй,Вакум,9,Бүргэд,40.5 м²,1,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,185 сая₮,185.0,40.5,"УБ — Хан-Уул, Хан-Уул, Хороо 19",Хан-Уул,https://www.unegui.mn/adv/9556297_tukhtai-dulaan-chanartai-2-oroo-bairaa-bukh-tavilga-tsakhilgaan-baraatai-n-khamtaar/,
Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Төмөр,72.0 м²,8,Банкны зээлээр авах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,361.67 сая₮,361.67,72.0,"УБ — Баянгол, Нарны хороолол",Баянгол,https://www.unegui.mn/adv/9593670_narny-khoroolol-galtogoo-tusdaa-71-81mkv-2-oroo-oron-suuts-khudaldana/?p=8,
Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Төмөр,72.0 м²,8,Банкны зээлээр авах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,361.67 сая₮,361.67,72.0,"УБ — Баянгол, Нарны хороолол",Баянгол,https://www.unegui.mn/adv/9593670_narny-khoroolol-galtogoo-tusdaa-71-81mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,50.5 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,210 сая₮,210.0,50.5,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9594443_dolgoon-nuurt-soiombo-khotkhond-50-5mk-2-oroo/?p=8,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,50.5 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,210 сая₮,210.0,50.5,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9594443_dolgoon-nuurt-soiombo-khotkhond-50-5mk-2-oroo/,
Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,34.76 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,34.76,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Сүхбаатар,https://www.unegui.mn/adv/9571035_narny-zam-daguu-uildverchin-khotkhond-2-oroo-oron-suuts/?p=8,
Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,34.76 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,34.76,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Сүхбаатар,https://www.unegui.mn/adv/9571035_narny-zam-daguu-uildverchin-khotkhond-2-oroo-oron-suuts/,
Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,34.76 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,34.76,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Сүхбаатар,https://www.unegui.mn/adv/9571035_narny-zam-daguu-uildverchin-khotkhond-2-oroo-oron-suuts/?p=9,
Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Бүргэд,64.77 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,330 сая₮,330.0,64.77,"УБ — Хан-Уул, 120 мянгат",Хан-Уул,https://www.unegui.mn/adv/9570899_120-d-rapid-kharshid-khoroolold-64-77mkv-2-oroo/?p=9,
Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Бүргэд,64.77 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,330 сая₮,330.0,64.77,"УБ — Хан-Уул, 120 мянгат",Хан-Уул,https://www.unegui.mn/adv/9570899_120-d-rapid-kharshid-khoroolold-64-77mkv-2-oroo/,
Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,56.0 м²,4,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,184.8 сая₮,184.8,56.0,"УБ — Баянгол, Төмөр зам",Баянгол,https://www.unegui.mn/adv/9475572_narny-guurnii-baruun-urd-56mkv-2-oroo/?p=9,
Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,56.0 м²,4,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,184.8 сая₮,184.8,56.0,"УБ — Баянгол, Төмөр зам",Баянгол,https://www.unegui.mn/adv/9475572_narny-guurnii-baruun-urd-56mkv-2-oroo/,
Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,55.6 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,172.36 сая₮,172.36,55.6,"УБ — Сүхбаатар, 100 айл",Сүхбаатар,https://www.unegui.mn/adv/9475507_100-aild-sbduurgiin-emnelegiin-khoino-55-6mkv-2-oroo/?p=9,
Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,55.6 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,172.36 сая₮,172.36,55.6,"УБ — Сүхбаатар, 100 айл",Сүхбаатар,https://www.unegui.mn/adv/9475507_100-aild-sbduurgiin-emnelegiin-khoino-55-6mkv-2-oroo/,
Паркет,1 тагттай,2022,Байхгүй,Вакум,7,Бүргэд,49.14 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,160 сая₮,160.0,49.14,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9472722_iaarmagt-green-art-khotkhond-49-14mkv-2-oroo/?p=9,
Паркет,1 тагттай,2022,Байхгүй,Вакум,7,Бүргэд,49.14 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,160 сая₮,160.0,49.14,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9472722_iaarmagt-green-art-khotkhond-49-14mkv-2-oroo/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,13,Бүргэд,45.81 м²,11,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,215 сая₮,215.0,45.81,"УБ — Баянгол, Алтай хотхон",Баянгол,https://www.unegui.mn/adv/9470820_narny-guurnii-baruun-urd-tald-45-81mk-2-oroo/?p=9,
Паркет,1 тагттай,2018,Байхгүй,Вакум,13,Бүргэд,45.81 м²,11,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,215 сая₮,215.0,45.81,"УБ — Баянгол, Алтай хотхон",Баянгол,https://www.unegui.mn/adv/9470820_narny-guurnii-baruun-urd-tald-45-81mk-2-oroo/,
Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,58.8 м²,11,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,255 сая₮,255.0,58.8,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9466558_3-4-r-khoroollyn-etses-sky-apartment-58-8m2-2-oroo/?p=9,
Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,58.8 м²,11,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,255 сая₮,255.0,58.8,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9466558_3-4-r-khoroollyn-etses-sky-apartment-58-8m2-2-oroo/,
Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Бүргэд,72.5 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,315 сая₮,315.0,72.5,"УБ — Баянзүрх, Баянмонгол хороолол",Баянзүрх,https://www.unegui.mn/adv/9452709_baianmongol-khoroolold-72-5m2-2-oroo/?p=9,
Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Бүргэд,72.5 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,315 сая₮,315.0,72.5,"УБ — Баянзүрх, Баянмонгол хороолол",Баянзүрх,https://www.unegui.mn/adv/9452709_baianmongol-khoroolold-72-5m2-2-oroo/,
Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,57.98 м²,10,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,240 сая₮,240.0,57.98,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9416717_3-4-r-khoroolol-ochir-khotkhond-57-98m2-2-oroo/?p=9,
Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,57.98 м²,10,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,240 сая₮,240.0,57.98,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9416717_3-4-r-khoroolol-ochir-khotkhond-57-98m2-2-oroo/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,23,Бүргэд,49.95 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,300 сая₮,300.0,49.95,"УБ — Баянгол, Нарны хороолол",Баянгол,https://www.unegui.mn/adv/9352633_narny-khoroolol-ondort-49-95mkv-2-oroo/?p=9,
Паркет,1 тагттай,2018,Байхгүй,Вакум,23,Бүргэд,49.95 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,300 сая₮,300.0,49.95,"УБ — Баянгол, Нарны хороолол",Баянгол,https://www.unegui.mn/adv/9352633_narny-khoroolol-ondort-49-95mkv-2-oroo/,
Ламинат,1 тагттай,2011,Байхгүй,Вакум,8,Төмөр,69.19 м²,8,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,303 сая₮үнэ тохирно,303.0,69.19,"УБ — Баянзүрх, Баянмонгол хороолол",Баянзүрх,https://www.unegui.mn/adv/9551615_baianmongol-khoroolold-2-oroo-bair-khudaldana/?p=9,
Ламинат,1 тагттай,2011,Байхгүй,Вакум,8,Төмөр,69.19 м²,8,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,303 сая₮үнэ тохирно,303.0,69.19,"УБ — Баянзүрх, Баянмонгол хороолол",Баянзүрх,https://www.unegui.mn/adv/9551615_baianmongol-khoroolold-2-oroo-bair-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,57.1 м²,4,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,2.8 сая₮үнэ тохирно,2.8,57.1,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9021412_arvai-villad-ene-ondoo-ashiglaltand-orokh-bair-iaaraltai-zarna/?p=9,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,57.1 м²,4,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,2.8 сая₮үнэ тохирно,2.8,57.1,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9021412_arvai-villad-ene-ondoo-ashiglaltand-orokh-bair-iaaraltai-zarna/,
Паркет,1 тагттай,2025,Байгаа,Вакум,15,Бүргэд,49.5 м²,11,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,5.5 сая₮үнэ тохирно,5.5,49.5,"УБ — Баянзүрх, Зүүн 4 зам",Баянзүрх,https://www.unegui.mn/adv/9607674_consul-residence-biznes-zeregleliin-oron-suuts-49-5m2-2-oroo-khudaldana/?p=9,
Паркет,1 тагттай,2025,Байгаа,Вакум,15,Бүргэд,49.5 м²,11,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,5.5 сая₮үнэ тохирно,5.5,49.5,"УБ — Баянзүрх, Зүүн 4 зам",Баянзүрх,https://www.unegui.mn/adv/9607674_consul-residence-biznes-zeregleliin-oron-suuts-49-5m2-2-oroo-khudaldana/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,44.65 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,180 сая₮,180.0,44.65,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9606974_sbd-11-r-khoroo-go-to-market-az-zhargal-khotkhon-2-oroo-oron-suuts-khudaldana/?p=9,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,44.65 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,180 сая₮,180.0,44.65,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9606974_sbd-11-r-khoroo-go-to-market-az-zhargal-khotkhon-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,55.2 м²,15,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,171 сая₮,171.0,55.2,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9596100_khud-nisekhed-enso-khotkhond-2-oroo-55-2-mkv-oron-suuts-khudaldana/?p=9,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,55.2 м²,15,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,171 сая₮,171.0,55.2,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9596100_khud-nisekhed-enso-khotkhond-2-oroo-55-2-mkv-oron-suuts-khudaldana/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,44.65 м²,10,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,180 сая₮,180.0,44.65,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Сүхбаатар,https://www.unegui.mn/adv/9596049_sbd-11-r-khoroo-az-zhargal-khotkhond-2-oroo-bair-khudaldana/?p=9,
Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,44.65 м²,10,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,180 сая₮,180.0,44.65,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Сүхбаатар,https://www.unegui.mn/adv/9596049_sbd-11-r-khoroo-az-zhargal-khotkhond-2-oroo-bair-khudaldana/,
Паркет,Тагтгүй,2022,Байхгүй,Вакум,17,Төмөр,48.0 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,310 сая₮,310.0,48.0,"УБ — Баянзүрх, РЦНК",Баянзүрх,https://www.unegui.mn/adv/9570034_avtai-sain-khotkhon-d-gal-togoo-tusdaa-2-oroo-bair-zarna/?p=9,
