Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Төлбөрийн нөхцөл,Цонхны тоо,Барилгын явц,Цахилгаан шаттай эсэх,price_text,price_numeric,area_numeric,address_text,district,url,Website
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,65.83 м²,2,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,260 сая₮,260.0,65.83,"УБ — Баянгол, Нарны хороолол",Баянгол,https://www.unegui.mn/adv/9508679_narny-guur-baruun-tald-dema-bair-65-83m2-3-oroog-2-oroo-bolgoso/?p=7,
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,65.83 м²,2,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,260 сая₮,260.0,65.83,"УБ — Баянгол, Нарны хороолол",Баянгол,https://www.unegui.mn/adv/9508679_narny-guur-baruun-tald-dema-bair-65-83m2-3-oroog-2-oroo-bolgoso/,
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,54.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,179 сая₮,179.0,54.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9608242_bgd-2-oroo-bair-zarna/?p=7,
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,54.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,179 сая₮,179.0,54.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9608242_bgd-2-oroo-bair-zarna/,
Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,46.4 м²,2,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,175 сая₮үнэ тохирно,175.0,46.4,"УБ — Баянгол, 6-р бичил",Баянгол,https://www.unegui.mn/adv/9608245_6-r-bichild-2-oroo-bair/?p=7,
Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,46.4 м²,2,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,175 сая₮үнэ тохирно,175.0,46.4,"УБ — Баянгол, 6-р бичил",Баянгол,https://www.unegui.mn/adv/9608245_6-r-bichild-2-oroo-bair/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,61.0 м²,7,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад ороогүй,Цахилгаан шаттай,140 сая₮,140.0,61.0,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Баянзүрх,https://www.unegui.mn/adv/9575061_khuul-sakhiulagch-khotkhond-2-oroo-suuts-zakhialgyn-unees-khiamd/?p=7,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,61.0 м²,7,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад ороогүй,Цахилгаан шаттай,140 сая₮,140.0,61.0,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Баянзүрх,https://www.unegui.mn/adv/9575061_khuul-sakhiulagch-khotkhond-2-oroo-suuts-zakhialgyn-unees-khiamd/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Вакум,53.16 м²,12,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,207 сая₮,207.0,53.16,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9608239_khotyn-tovd-2oroo-khudaldana-one-family-2/?p=7,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Вакум,53.16 м²,12,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,207 сая₮,207.0,53.16,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9608239_khotyn-tovd-2oroo-khudaldana-one-family-2/,
Паркет,2 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,75.2 м²,7,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,275 сая₮үнэ тохирно,275.0,75.2,"УБ — Хан-Уул, Хан-Уул, Хороо 19",Хан-Уул,https://www.unegui.mn/adv/9608209_khan-uul-duureg-19r-khoroo/?p=7,
Паркет,2 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,75.2 м²,7,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,275 сая₮үнэ тохирно,275.0,75.2,"УБ — Хан-Уул, Хан-Уул, Хороо 19",Хан-Уул,https://www.unegui.mn/adv/9608209_khan-uul-duureg-19r-khoroo/,
Паркет,1 тагттай,2005,Байхгүй,Вакум,10,Бүргэд,62.4 м²,8,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,226 сая₮үнэ тохирно,226.0,62.4,"УБ — Баянгол, Баянгол, Хороо 17",Баянгол,https://www.unegui.mn/adv/9079421_modny-2-2-oroo/?p=7,
Паркет,1 тагттай,2005,Байхгүй,Вакум,10,Бүргэд,62.4 м²,8,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,226 сая₮үнэ тохирно,226.0,62.4,"УБ — Баянгол, Баянгол, Хороо 17",Баянгол,https://www.unegui.mn/adv/9079421_modny-2-2-oroo/,
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,54.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,179 сая₮,179.0,54.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9608202_bgd-10-r-khoroolold-2-oroo-bair-zarna/?p=7,
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,54.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,179 сая₮,179.0,54.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9608202_bgd-10-r-khoroolold-2-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байгаа,Вакум,10,Бүргэд,71.0 м²,9,Банкны зээлээр авах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,5 сая₮,5.0,71.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9608210_zaisand-3-oroo-bolgokh-bolomzhtoi-2-oroo-khudaldana/?p=7,
Паркет,1 тагттай,2025,Байгаа,Вакум,10,Бүргэд,71.0 м²,9,Банкны зээлээр авах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,5 сая₮,5.0,71.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9608210_zaisand-3-oroo-bolgokh-bolomzhtoi-2-oroo-khudaldana/,
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,57.16 м²,4,Бэлэн төлөлтөөр зарах боломжтой,5,Ашиглалтад орсон,Цахилгаан шатгүй,215 сая₮,215.0,57.16,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 1",Сонгинохайрхан,https://www.unegui.mn/adv/9608174_nairamdal-olon-ulsyn-khuukhdiin-zuslangiin-khazhuud-2-oroo-khudaldana/?p=7,
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,57.16 м²,4,Бэлэн төлөлтөөр зарах боломжтой,5,Ашиглалтад орсон,Цахилгаан шатгүй,215 сая₮,215.0,57.16,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 1",Сонгинохайрхан,https://www.unegui.mn/adv/9608174_nairamdal-olon-ulsyn-khuukhdiin-zuslangiin-khazhuud-2-oroo-khudaldana/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,15,Бүргэд,62.9 м²,15,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,232.73 сая₮үнэ тохирно,232.73,62.9,"УБ — Баянзүрх, Амгалан",Баянзүрх,https://www.unegui.mn/adv/9573313_amgalan-residence-khotkhond-62-9mkv-2-oroo-oron-suuts-khudaldana/?p=7,
Паркет,1 тагттай,2025,Байхгүй,Вакум,15,Бүргэд,62.9 м²,15,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,232.73 сая₮үнэ тохирно,232.73,62.9,"УБ — Баянзүрх, Амгалан",Баянзүрх,https://www.unegui.mn/adv/9573313_amgalan-residence-khotkhond-62-9mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2008,Байхгүй,Вакум,6,Бүргэд,71.34 м²,5,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шатгүй,195 сая₮220 сая₮,195.0,71.34,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9464676_bgd-6-r-bichil-khoroolold-2-oroo-71-34m-kv-bair/?p=7,
Паркет,1 тагттай,2008,Байхгүй,Вакум,6,Бүргэд,71.34 м²,5,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шатгүй,195 сая₮220 сая₮,195.0,71.34,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9464676_bgd-6-r-bichil-khoroolold-2-oroo-71-34m-kv-bair/,
Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,49.4 м²,16,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,163 сая₮үнэ тохирно,163.0,49.4,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9552342_khud-nisekhiin-toirog-aero-town-khotkhond-49-4mkv-2-oroo-bair-khudaldaalna/?p=7,
Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,49.4 м²,16,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,163 сая₮үнэ тохирно,163.0,49.4,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9552342_khud-nisekhiin-toirog-aero-town-khotkhond-49-4mkv-2-oroo-bair-khudaldaalna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,11,Бүргэд,52.2 м²,1,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,150 сая₮үнэ тохирно,150.0,52.2,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9344333_khud-nisekh-tsengeg-apartment-khotkhond-52-2mkv-2-oroo-oron-suuts-khudaldaalna/?p=7,
Паркет,1 тагттай,2025,Байхгүй,Вакум,11,Бүргэд,52.2 м²,1,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,150 сая₮үнэ тохирно,150.0,52.2,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9344333_khud-nisekh-tsengeg-apartment-khotkhond-52-2mkv-2-oroo-oron-suuts-khudaldaalna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,55.0 м²,13,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,224.35 сая₮,224.35,55.0,"УБ — Баянзүрх, Хавдар судлалын үндэсний төв",Баянзүрх,https://www.unegui.mn/adv/9608151_khaldvartyn-emnelgiin-zuun-tald-54-72mkv-2-oroo-oron-suuts/?p=7,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,55.0 м²,13,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,224.35 сая₮,224.35,55.0,"УБ — Баянзүрх, Хавдар судлалын үндэсний төв",Баянзүрх,https://www.unegui.mn/adv/9608151_khaldvartyn-emnelgiin-zuun-tald-54-72mkv-2-oroo-oron-suuts/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,23,Бүргэд,50.0 м²,23,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,8 сая₮,8.0,50.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Хан-Уул,https://www.unegui.mn/adv/9167595_bgd-modny-2-khuuchin-4-r-toviin-iag-khazhuud-45mkv-2oroo/?p=7,
Паркет,1 тагттай,2018,Байхгүй,Вакум,23,Бүргэд,50.0 м²,23,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,8 сая₮,8.0,50.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Хан-Уул,https://www.unegui.mn/adv/9167595_bgd-modny-2-khuuchin-4-r-toviin-iag-khazhuud-45mkv-2oroo/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,49.95 м²,14,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,200 сая₮,200.0,49.95,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9561848_tsoglog-khotkhond-shinekhen-zasvar-khiisen-49-95-mkv-2-oroo-oron-suuts-khudaldana/?p=7,
Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,49.95 м²,14,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,200 сая₮,200.0,49.95,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9561848_tsoglog-khotkhond-shinekhen-zasvar-khiisen-49-95-mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,1988,Байхгүй,Вакум,9,Бүргэд,54.0 м²,5,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,167 сая₮,167.0,54.0,"УБ — Сонгинохайрхан, 1-р хороолол",Сонгинохайрхан,https://www.unegui.mn/adv/9470330_1-r-khoroolold-gal-togoo-tusdaa-2-oroo-oron-suuts-khudaldana/?p=7,
Паркет,1 тагттай,1988,Байхгүй,Вакум,9,Бүргэд,54.0 м²,5,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,167 сая₮,167.0,54.0,"УБ — Сонгинохайрхан, 1-р хороолол",Сонгинохайрхан,https://www.unegui.mn/adv/9470330_1-r-khoroolold-gal-togoo-tusdaa-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,56.35 м²,12,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.35,"УБ — Баянгол, Баянгол, Хороо 24",Баянгол,https://www.unegui.mn/adv/9579828_bgd-24r-khoroo-khos-orgoo-2-khotkhond-56-35mkv-2-oroo-oron-suuts-khudaldana/?p=7,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,56.35 м²,12,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,193 сая₮,193.0,56.35,"УБ — Баянгол, Баянгол, Хороо 24",Баянгол,https://www.unegui.mn/adv/9579828_bgd-24r-khoroo-khos-orgoo-2-khotkhond-56-35mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,2 тагттай,2005,Байхгүй,Вакум,10,Бүргэд,70.32 м²,7,Бэлэн төлөлтөөр зарах боломжтой,5,Ашиглалтад орсон,Цахилгаан шаттай,363 сая₮,363.0,70.32,"УБ — Сүхбаатар, МУБИС",Сүхбаатар,https://www.unegui.mn/adv/9601395_sportyn-tov-ordony-zuun-tald-70-32mkv-2-oroo-oron-suuts-khudaldana/?p=7,
Паркет,2 тагттай,2005,Байхгүй,Вакум,10,Бүргэд,70.32 м²,7,Бэлэн төлөлтөөр зарах боломжтой,5,Ашиглалтад орсон,Цахилгаан шаттай,363 сая₮,363.0,70.32,"УБ — Сүхбаатар, МУБИС",Сүхбаатар,https://www.unegui.mn/adv/9601395_sportyn-tov-ordony-zuun-tald-70-32mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,44.0 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,145 сая₮,145.0,44.0,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Баянзүрх,https://www.unegui.mn/adv/9608081_khaldvartyn-etsest-2-oroo-oron-suuts/?p=7,
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,44.0 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,145 сая₮,145.0,44.0,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Баянзүрх,https://www.unegui.mn/adv/9608081_khaldvartyn-etsest-2-oroo-oron-suuts/,
Паркет,1 тагттай,1995,Байхгүй,Вакум,5,Бүргэд,47.0 м²,4,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,255 сая₮үнэ тохирно,255.0,47.0,"УБ — Сүхбаатар, Бага тойрог",Сүхбаатар,https://www.unegui.mn/adv/9608083_2-oroo-bair/?p=7,
Паркет,1 тагттай,1995,Байхгүй,Вакум,5,Бүргэд,47.0 м²,4,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шатгүй,255 сая₮үнэ тохирно,255.0,47.0,"УБ — Сүхбаатар, Бага тойрог",Сүхбаатар,https://www.unegui.mn/adv/9608083_2-oroo-bair/,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Төмөр,57.5 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,2.95 сая₮,2.95,57.5,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9241113_deedsiin-orgoo-khotkhony-2c-blokond-udakhgui-ashiglaltand-orokh-shine-2-oroo-khudaldana/?p=7,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Төмөр,57.5 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,2.95 сая₮,2.95,57.5,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9241113_deedsiin-orgoo-khotkhony-2c-blokond-udakhgui-ashiglaltand-orokh-shine-2-oroo-khudaldana/,
Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,43.0 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,158 сая₮,158.0,43.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9553435_bgd-temuulel-khotkhond-43-mkv-2-oroo-oron-suuts-khudaldana/?p=7,
Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,43.0 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,158 сая₮,158.0,43.0,"УБ — Баянгол, 10-р хороолол",Баянгол,https://www.unegui.mn/adv/9553435_bgd-temuulel-khotkhond-43-mkv-2-oroo-oron-suuts-khudaldana/,
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,61.0 м²,11,Банкны зээлээр авах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,219 сая₮,219.0,61.0,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Хан-Уул,https://www.unegui.mn/adv/9369319_altai-khotkhony-urd-tald-telmuun-khotkhond-gal-togoo-tusdaa-61mkv-2-oroo-oron-suuts/?p=7,
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,61.0 м²,11,Банкны зээлээр авах боломжтой,4,Ашиглалтад орсон,Цахилгаан шаттай,219 сая₮,219.0,61.0,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Хан-Уул,https://www.unegui.mn/adv/9369319_altai-khotkhony-urd-tald-telmuun-khotkhond-gal-togoo-tusdaa-61mkv-2-oroo-oron-suuts/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,12,Бүргэд,49.0 м²,12,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,215 сая₮,215.0,49.0,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9608100_3-4-r-khoroolol-modny-2-2-oroo-29m2/?p=7,
Паркет,1 тагттай,2025,Байхгүй,Вакум,12,Бүргэд,49.0 м²,12,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,215 сая₮,215.0,49.0,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9608100_3-4-r-khoroolol-modny-2-2-oroo-29m2/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,52.0 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,230 сая₮үнэ тохирно,230.0,52.0,"УБ — Баянгол, Баруун 4 зам",Баянгол,https://www.unegui.mn/adv/9608099_tomor-zamyn-deed-surguuliin-khazhuud-51-4-mkv-2-oroo-3-davkhart/?p=7,
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,52.0 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,230 сая₮үнэ тохирно,230.0,52.0,"УБ — Баянгол, Баруун 4 зам",Баянгол,https://www.unegui.mn/adv/9608099_tomor-zamyn-deed-surguuliin-khazhuud-51-4-mkv-2-oroo-3-davkhart/,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,45.5 м²,2,Хувь лизингээр авах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,131.95 сая₮үнэ тохирно,131.95,45.5,"УБ — Чингэлтэй, Зурагт",Чингэлтэй,https://www.unegui.mn/adv/8735507_tara-town-2-oroo-bair-zarna/?p=8,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,45.5 м²,2,Хувь лизингээр авах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,131.95 сая₮үнэ тохирно,131.95,45.5,"УБ — Чингэлтэй, Зурагт",Чингэлтэй,https://www.unegui.mn/adv/8735507_tara-town-2-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,44.64 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,165 сая₮,165.0,44.64,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9608061_khud-iaarmag-agarta-44-64mkv-2-oroo-zarna/?p=8,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,44.64 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,165 сая₮,165.0,44.64,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9608061_khud-iaarmag-agarta-44-64mkv-2-oroo-zarna/,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,52.22 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,198.5 сая₮,198.5,52.22,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9608092_bgd-3-4-r-khoroolold-ochir-khotkhond-52-22mkv-2-oroo-oron-suuts-khudaldaalna/?p=8,
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,52.22 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,198.5 сая₮,198.5,52.22,"УБ — Баянгол, 3, 4 хороолол",Баянгол,https://www.unegui.mn/adv/9608092_bgd-3-4-r-khoroolold-ochir-khotkhond-52-22mkv-2-oroo-oron-suuts-khudaldaalna/,
Паркет,1 тагттай,2018,Байгаа,Вакум,5,Төмөр вакум,78.0 м²,1,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,273 сая₮,273.0,78.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9608085_zaisan-solar-garden-khotkhond-78mkv-3-oroo-bair-khudaldana/?p=8,https://www.remax.mn/
Паркет,1 тагттай,2018,Байгаа,Вакум,5,Төмөр вакум,78.0 м²,1,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,273 сая₮,273.0,78.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9608085_zaisan-solar-garden-khotkhond-78mkv-3-oroo-bair-khudaldana/,https://www.remax.mn/
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,58.65 м²,8,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,173 сая₮,173.0,58.65,"УБ — Баянзүрх, Офицер",Баянзүрх,https://www.unegui.mn/adv/9593337_ofitseriin-toirgiin-urd-saikhan-khotkhond-2-oroo-58-65-mkv-oron-suuts-khudaldana/?p=8,
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,58.65 м²,8,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,173 сая₮,173.0,58.65,"УБ — Баянзүрх, Офицер",Баянзүрх,https://www.unegui.mn/adv/9593337_ofitseriin-toirgiin-urd-saikhan-khotkhond-2-oroo-58-65-mkv-oron-suuts-khudaldana/,
Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,50.9 м²,14,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,50.9,"УБ — Баянзүрх, 16-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9587830_baianzurkh-duureg-baganat-orgoo-khoroolold-2-oroo-50-9mkv-bair/?p=8,
Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,50.9 м²,14,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,50.9,"УБ — Баянзүрх, 16-р хороолол",Баянзүрх,https://www.unegui.mn/adv/9587830_baianzurkh-duureg-baganat-orgoo-khoroolold-2-oroo-50-9mkv-bair/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,42.58 м²,8,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,250 сая₮үнэ тохирно,250.0,42.58,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Баянзүрх,https://www.unegui.mn/adv/9585408_bzd-shine-saruul-khoroolold-2oroo-42-58mkv-bair/?p=8,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,42.58 м²,8,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,250 сая₮үнэ тохирно,250.0,42.58,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Баянзүрх,https://www.unegui.mn/adv/9585408_bzd-shine-saruul-khoroolold-2oroo-42-58mkv-bair/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,58.57 м²,15,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,310 сая₮үнэ тохирно,310.0,58.57,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Баянзүрх,https://www.unegui.mn/adv/9533016_bzd-26-r-khoroo-olimp-khotkhond-58-57mkv-2-oroo-bair/?p=8,
